clean_text,category
Low turnout voters mark LG election Lagos The Guardian Nigeria News Nigeria World News,not spam
What happened Lagos Local Government election today Lagos State shows YORUBAS ready republic No single polling unit witnessed turn voters Come November tell Anambra State boycott elections Nigeria Ndi ara,not spam
EXAM QUESTION `` Blood letting election plausibly linked vast quantities cash spent wit,not spam
At point seeing I pity general election We stupid Influencers celebrities activists especially Army keyboard Leave comfort influence voting area This Nigeria change,not spam
Take easy n't develop high blood pressure top Nigeria matter We 've make one greatest move today local government election.Watch next move We making progress ..... Soon see effect,not spam
Am really ashamed Nigeria What kind election today We couldnt even proof madness stop behind keyboard A time show grievance turning massively vote rather sat waiting,not spam
What happened Lagos Local Government election today Lagos State shows YORUBAS ready republi,not spam
I said Nigeria needs extreme makeover Buhari man see,not spam
This simple legitimate way bring foreigners populate Nigeria future election reve,not spam
This region votes rural areas The safety credibility next election lies Nigeria 's security,not spam
Election rigging Lagos Nigeria bad.take look,not spam
This region votes rural areas The safety credibility next election lies Nige,not spam
LG Chairman/Councillorship Election APC woman seen running multiple votes ballot paper Lagos.Follow updates,not spam
Low voter turn-out mar Lagos councilselection,not spam
Local Government election always sham Nigeria,not spam
They reported people n't come vote today like Nigeria ageing population today election polls But E pari ke tun wa bere,not spam
There 's nothing like election Nigeria apc equipment election malpractice,not spam
INEC current leadership trusted credible election Nigeria Mahmoud Yakubu resign INEC Chairman Nigerians lost hope system We need Referendum,not spam
They reported people n't come vote today like Nigeria ageing population today election pol,not spam
After destroying Democracy Gbajamila went Lagos complain low turn voters Nigerians lost hope getting credible election votes count Go back Abuja continue destroying Nigeria Democracy,not spam
After destroying Democracy Gbajamila went Lagos complain low turn voters Nigerians,not spam
Only idiot come talking one Nigeria election land first hope,not spam
Just imagine madness happened concluded fraud election lagos ... If think vote count Nigeria 're,not spam
The world punked Soon every country world maniquines president .B'coz yrs election power swap yrs old president yrs old man silicone mask.Their experiment good success Africa Nigeria,not spam
In original tweet I sarcastic Only PDP APC win presidential election Every person waste time Only parties structures wards Nigeria,not spam
Lagos council election No upset APC winning,not spam
Seems alot persons given Nigeria glaring number turnout election days others turn wo n't maligned n't show,not spam
It makes laugh anytime Nigeria conducting called election The APC govt makes election fraudulent detest opposition,not spam
Yeah Vangaurd news swept election pun intended The swept stolen ballots thumb printed Where people always argue votes count In Nigeria votes worth toilet paper printed,not spam
Trumps idiotic comment knows bounds Seriously He thinks banning Social Media hell able win election Even supporters would protest Trump Congratulates Nigerias Autocratic Ruler Banning Twitter via,not spam
One Nigeria abi ... They already rigged election commencement Nonsense country,not spam
Women always instrument election malpractice Nigeria one always suffer impuni,not spam
Look call one Nigeria called apc rigging election pep one person voting place people broad day light,not spam
Can ever free fair election Nigeria Whats essence voting know sure rigged I mean heavy presence smelling thugs enough discourage sane person ..,not spam
NIGERIA HAVE EXCEED IS WHAT NIGERIA NEED NOW AND IF THE WORLD FAIL T,not spam
Ndi one nigeria futures decided criminals called leaders.They select seat control fraudulent rigging election make votes useless eyes.Disintegration nigeria solution,not spam
Democracy Nigeria amp Africa general Vote buying election rigging violence murder mayhem afterwards masses completely ignored abandoned,not spam
The youth seconds ... Nigeria bad whereas election results manipulated btn pm,not spam
Democracy Nigeria amp Africa general Vote buying election rigging violence murder mayhem afterwards,not spam
I wonder u imagine Ur self anytime history Nigeria election free fair elections Even happening around Nigeria today right thinking person come vote Now I understand u remain u,not spam
Video fraudulent Lagos Ogun states Local Govt Election emerges.Will free fair elections NIGERIA,not spam
Do believe Lagos/Nigeria election especially local government poll Now remember happened chairmanship election spend tenure election tribunal ask mandate,not spam
Throughout yesterday election update trend Twitter.Massive low turnout voting unit omoooooo.Were really ready We want magic happen Nigeria,not spam
People released Nigeria come vote risk life abi Police helping matters opposition parties excluded PDP loyalists APC I stressing election knows outcome,not spam
You referring `` vote buying '' reason infer elections Nigeria current electoral laws credible simply shows n't understand complicated election manipulation Nigeria.Meanwhile let leave dey laugh,not spam
What expect LGA election Nigeria Has anyone ever free fair Governors biggest problem Nigeria In Abia state results sheet LGA come waste time vote results already submitted,not spam
It 's true bro Nigeria gotten stage coming vote n't change intention cabals You n't even know happens government house regular election I I weeped I saw,not spam
Do election Nigeria without rigging Even election become class rep rigged What even sadden piloters evil dont know passing wrong doctrine next generation,not spam
We commence voting soon eligible/credible election available Nigeria,not spam
Before shame NASS stand electronic transmission election results first shame various governors telecoms company still pay right wayIf governors clueless issue electronic transmission wo n't one,not spam
